attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,csv_name,file_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
bim,True,,,500,0.1,9,,,,,,,,,,,bim0.10.009_succ,cifar,conv12,100,85,85,1.0,0.04823329448699951,4.030549228892607,197.6609655043658,0.10000002384185791,0.005298486340213999,0.9793509600185792,8372.891562182902,0.15008880850565845,0.5392779063350743,0.9860021868558178,1205.1838176668205,22.504089533263947
bim,False,,,500,0.1,9,,,,,,,,,,,bim0.10.009_miss,cifar,conv12,100,85,0,1.0,0.04823329448699951,0.0,0.0,0.0,,,,,,,,22.504089533263947
bim,True,,,500,0.1,0.1,,,,,,,,,,,bim0.10.1_succ,cifar,conv12,100,85,85,1.0,0.048420541286468506,4.466675494698917,202.64519007065718,0.10000002384185791,0.0064982580688647835,0.974803607825909,9405.055331362684,0.16606793455041474,0.4904834576109889,0.9699601277317272,1354.1234453405348,21.74758635048311
bim,False,,,500,0.1,0.1,,,,,,,,,,,bim0.10.1_miss,cifar,conv12,100,85,0,1.0,0.048420541286468506,0.0,0.0,0.0,,,,,,,,21.74758635048311
bim,True,,,500,0.01,0.1,,,,,,,,,,,bim0.010.1_succ,cifar,conv12,100,85,68,0.8,0.04861122131347656,0.5511442650766933,30.422352818881762,0.010000020265579224,9.8925917792375e-05,0.9994034762442406,1171.6393526244628,0.02075522988477659,0.9226838952499365,0.9984956488247775,168.71442385884208,38.06179605102211
bim,False,,,500,0.01,0.1,,,,,,,,,,,bim0.010.1_miss,cifar,conv12,100,85,17,0.8,0.04861122131347656,0.5502224494429195,30.339807398178998,0.010000020265579224,9.85876782813466e-05,0.9995120260516704,1141.322457075219,0.020942629087537457,0.9327920384959807,0.999017064584122,164.42311376279685,38.06179605102211
bim,True,,,500,0.03,0.1,,,,,,,,,,,bim0.030.1_succ,cifar,conv12,100,85,81,0.9529411764705882,0.04870498180389404,1.6463297428908172,90.66165382479444,0.030000001192092896,0.0008828831350507983,0.9958817145959752,3437.327035402001,0.06096512386079411,0.7642391305284583,0.9956684154377361,494.9528864111183,29.644849222644197
bim,False,,,500,0.03,0.1,,,,,,,,,,,bim0.030.1_miss,cifar,conv12,100,85,4,0.9529411764705882,0.04870498180389404,1.6619037687778473,92.0960578918457,0.030000001192092896,0.0008990638762291314,0.9939997287346523,4317.274348036201,0.08432815221232938,0.8423634697324954,1.003479643677911,620.8023754072746,29.644849222644197
bim,True,,,500,0.05,0.1,,,,,,,,,,,bim0.050.1_succ,cifar,conv12,100,85,78,0.9176470588235294,0.04868460893630981,2.731378029554318,150.09771748078174,0.050000011920928955,0.00243065214232274,0.9901714670938012,5578.209916190851,0.09859629478642551,0.6357513023987961,0.9916672622528707,803.4238727391537,25.704441541330013
bim,False,,,500,0.05,0.1,,,,,,,,,,,bim0.050.1_miss,cifar,conv12,100,85,7,0.9176470588235294,0.04868460893630981,2.7645786149161204,153.07003784179688,0.050000011920928955,0.0024879496572056447,0.9816473224008317,7804.517022693487,0.1484501920681816,0.6755867031239857,1.0033279935570112,1121.5260223908506,25.704441541330013
bim,True,,,500,0.07,0.1,,,,,,,,,,,bim0.070.1_succ,cifar,conv12,100,85,85,1.0,0.04863124132156372,3.301992239671595,172.84114487591913,0.07000002264976501,0.0035507527594976795,0.9851214944217968,6966.468811707159,0.12369281487642404,0.5828548495638494,0.9862638180219363,1003.1263028154553,24.215173269053967
bim,False,,,500,0.07,0.1,,,,,,,,,,,bim0.070.1_miss,cifar,conv12,100,85,0,1.0,0.04863124132156372,0.0,0.0,0.0,,,,,,,,24.215173269053967
bim,True,,,500,0.09,0.1,,,,,,,,,,,bim0.090.1_succ,cifar,conv12,100,85,85,1.0,0.048689815998077396,4.048407467673806,192.90345620548024,0.09000003337860107,0.005338242567680088,0.9787623572719277,8515.162768894264,0.15107458295266774,0.5211428097132751,0.9739378584711892,1226.0100472519396,22.499973598731042
bim,False,,,500,0.09,0.1,,,,,,,,,,,bim0.090.1_miss,cifar,conv12,100,85,0,1.0,0.048689815998077396,0.0,0.0,0.0,,,,,,,,22.499973598731042
bim,True,,,500,1,0.1,,,,,,,,,,,bim0.0010.1_succ,cifar,conv12,100,85,11,0.12941176470588237,0.04861518621444702,0.05536583438515663,3.0654212778264824,0.0010000020265579224,9.978476582660557e-07,0.9999969938616449,99.03071718450852,0.0018379675397841742,0.999182211379535,0.9997852527630823,14.281535602031692,54.464937800620106
bim,False,,,500,1,0.1,,,,,,,,,,,bim0.0010.1_miss,cifar,conv12,100,85,74,0.12941176470588237,0.04861518621444702,0.055185946711414566,3.0463354974179655,0.001000001825190879,9.91636109843965e-07,0.9999924609160828,119.7102727498402,0.00211999637123283,0.9959782079193896,0.9999377569471898,17.238862341428298,54.464937800620106
bim,True,,,500,3,0.1,,,,,,,,,,,bim0.0030.1_succ,cifar,conv12,100,85,34,0.4,0.04831393480300903,0.16591644287109375,9.176843755385455,0.003000020980834961,8.961781210425086e-06,0.9999053516163724,394.86493359344956,0.006740447047415103,0.9845334767913492,0.9995469302303178,56.868350745370925,47.338189321139865
bim,False,,,500,3,0.1,,,,,,,,,,,bim0.0030.1_miss,cifar,conv12,100,85,51,0.4,0.04831393480300903,0.16541543106238046,9.123963524313535,0.003000020980834961,8.910142529908141e-06,0.9999640587737971,321.6278004763234,0.005923814984372593,0.9791879082225122,0.9995856014162002,46.32655471714818,47.338189321139865
bim,True,,,500,5,0.1,,,,,,,,,,,bim0.0050.1_succ,cifar,conv12,100,85,52,0.611764705882353,0.04820693254470825,0.2764492201117369,15.291931078984188,0.005000024747390013,2.487976589491381e-05,0.9998020567170894,622.605572674978,0.010865716549933914,0.9751211517453183,0.9992017500349739,89.66105724912478,43.85405159888167
bim,False,,,500,5,0.1,,,,,,,,,,,bim0.0050.1_miss,cifar,conv12,100,85,33,0.611764705882353,0.04820693254470825,0.27491240203380585,15.141151514920322,0.005000025033950806,2.46174154827542e-05,0.9999013595849863,523.7598704214954,0.009693282593291214,0.9476931718284715,0.9994137063885203,75.44247500516498,43.85405159888167
bim,True,,,500,7,0.1,,,,,,,,,,,bim0.0070.1_succ,cifar,conv12,100,85,61,0.7176470588235294,0.04823302030563355,0.38582119589946307,21.2939778624988,0.00700002908706665,4.8478230432067076e-05,0.9996757815452613,827.8776135600313,0.014477141888153511,0.9509888085190847,0.9987904718077187,119.2360809624213,40.600044672756106
bim,False,,,500,7,0.1,,,,,,,,,,,bim0.0070.1_miss,cifar,conv12,100,85,24,0.7176470588235294,0.04823302030563355,0.38619539017478627,21.33463470141093,0.00700002908706665,4.8560616975747594e-05,0.9997725130086675,790.0640112367132,0.014791049210680961,0.940706795568011,0.9991902384991732,113.75281602638752,40.600044672756106
bim,True,,,500,9,0.1,,,,,,,,,,,bim0.0090.1_succ,cifar,conv12,100,85,68,0.8,0.0482222318649292,0.49616483335985856,27.392772927003747,0.009000003337860107,8.017197338290934e-05,0.9995054043373766,1054.022339291093,0.01870906334855253,0.9320608736746268,0.9988503699430155,151.80886428908133,38.90718848645237
bim,False,,,500,9,0.1,,,,,,,,,,,bim0.0090.1_miss,cifar,conv12,100,85,17,0.8,0.0482222318649292,0.49530479136635275,27.313779943129596,0.009000003337860107,7.988789540711938e-05,0.9995867124404235,1033.9850046818603,0.018754747356903134,0.9293143569573532,0.9983935994139527,148.8499374978933,38.90718848645237
fgm,True,,,500,0.01,,,,,,,,,,,,fgm0.01_succ,cifar,conv12,100,85,72,0.8470588235294118,0.0011888456344604492,0.5509703680872917,30.404032521777683,0.010000020265579224,9.8863198102485e-05,0.9993790847726282,1193.4454317025259,0.021099601020354387,0.923570993119816,0.9992115725114235,171.86631774507583,37.71905672872241
fgm,False,,,500,0.01,,,,,,,,,,,,fgm0.01_miss,cifar,conv12,100,85,13,0.8470588235294118,0.0011888456344604492,0.5505464581342844,30.38236163212703,0.010000017973092886,9.870886355690555e-05,0.9996994759469828,1009.3002438946753,0.019069656942500755,0.900995953076535,0.99983262633991,145.35762250227054,37.71905672872241
fgm,True,,,500,0.03,,,,,,,,,,,,fgm0.03_succ,cifar,conv12,100,85,82,0.9647058823529412,0.0012793469429016114,1.6485926421677195,90.86882028347108,0.030000001192092896,0.0008852113411084364,0.995698757009917,3520.9644129242233,0.06272673584455697,0.7650469434775768,0.9970879820927989,506.9466119974076,29.657449090884363
fgm,False,,,500,0.03,,,,,,,,,,,,fgm0.03_miss,cifar,conv12,100,85,3,0.9647058823529412,0.0012793469429016114,1.6003351211547852,86.43563588460286,0.030000001192092896,0.0008361363892267999,0.9986308999833912,2259.5605867967192,0.04392063741424001,0.6749327460598403,0.9899372681943083,326.0700985473156,29.657449090884363
fgm,True,,,500,0.05,,,,,,,,,,,,fgm0.05_succ,cifar,conv12,100,85,77,0.9058823529411765,0.0011969733238220215,2.73070198220092,150.0357964255593,0.050000011920928955,0.002429532422989274,0.9901226765499469,5591.420072916204,0.09836823804576608,0.6320007263624782,0.9923348082082187,805.2703830130279,25.736177038029744
fgm,False,,,500,0.05,,,,,,,,,,,,fgm0.05_miss,cifar,conv12,100,85,8,0.9058823529411765,0.0011969733238220215,2.7656440436840057,153.15603065490723,0.050000011920928955,0.0024898619332569755,0.9833098337843866,7420.812697399734,0.14486154043967553,0.6192445657365595,0.994673658292311,1067.0977457141653,25.736177038029744
fgm,True,,,500,0.07,,,,,,,,,,,,fgm0.07_succ,cifar,conv12,100,85,74,0.8705882352941177,0.0012035131454467773,3.8070743341703674,208.81223049679318,0.07000002264976501,0.004723675958292283,0.9833938642297528,7551.154342588212,0.1348491127651192,0.5335104437617647,0.9857097619366288,1087.9901392044014,23.073847892017113
fgm,False,,,500,0.07,,,,,,,,,,,,fgm0.07_miss,cifar,conv12,100,85,11,0.8705882352941177,0.0012035131454467773,3.83987680348483,211.76880715110084,0.07000002264976501,0.004802026235209756,0.964194431940191,11226.21979619283,0.1949129341830573,0.5069236853931682,0.9880624224817233,1611.7559674777826,23.073847892017113
fgm,True,,,500,0.09,,,,,,,,,,,,fgm0.09_succ,cifar,conv12,100,85,72,0.8470588235294118,0.0011807775497436523,4.871413475937313,266.6112287309435,0.09000003337860107,0.007736700294445138,0.9742195029019408,9617.246026747676,0.17109711799019797,0.4571306183269713,0.9762362892842538,1385.4956366964163,21.034979278073212
fgm,False,,,500,0.09,,,,,,,,,,,,fgm0.09_miss,cifar,conv12,100,85,13,0.8470588235294118,0.0011807775497436523,4.923848665677584,271.3335970365084,0.09000003337860107,0.007896102528008734,0.949932488241562,13865.824676609782,0.23924042716342517,0.43047365858029923,0.9815384034851717,1991.5856667820726,21.034979278073212
fgm,True,,,500,1,,,,,,,,,,,,fgm0.001_succ,cifar,conv12,100,85,11,0.12941176470588237,0.00120450496673584,0.055365829982540825,3.0654212778264824,0.0010000020265579224,9.978476582660553e-07,0.9999969980793224,99.03468771117842,0.001837809107253826,0.9992168976446707,0.9999456114754784,14.282112886779071,54.45935868984175
fgm,False,,,500,1,,,,,,,,,,,,fgm0.001_miss,cifar,conv12,100,85,74,0.12941176470588237,0.00120450496673584,0.055179871367038905,3.0457409008129224,0.001000001825190879,9.914425573267888e-07,0.9999926300972201,119.65094442054517,0.002119782652848137,0.9958935546585082,0.9999477324351833,17.230240679710874,54.45935868984175
fgm,True,,,500,3,,,,,,,,,,,,fgm0.003_succ,cifar,conv12,100,85,32,0.3764705882352941,0.001205916404724121,0.16588081326335669,9.172987818717957,0.003000020980834961,8.95801465366035e-06,0.9999008011183168,394.0074213906977,0.006762558134956489,0.9911345108636763,0.9999148042205833,56.73439121750365,47.16773769296303
fgm,False,,,500,3,,,,,,,,,,,,fgm0.003_miss,cifar,conv12,100,85,53,0.3764705882352941,0.001205916404724121,0.16545260261814548,9.128060664770738,0.003000020980834961,8.914144168265802e-06,0.9999639063927033,324.956587843961,0.00594046421971962,0.9733638793820167,0.9997976135241242,46.81062033614224,47.16773769296303
fgm,True,,,500,5,,,,,,,,,,,,fgm0.005_succ,cifar,conv12,100,85,51,0.6,0.0011913800239562989,0.27642110808222903,15.289604579701143,0.005000025033950806,2.4874903800896756e-05,0.999804202676657,617.6561602503137,0.01084414197076469,0.9713244934313995,0.9996722779936696,88.95139608288565,43.3469861361937
fgm,False,,,500,5,,,,,,,,,,,,fgm0.005_miss,cifar,conv12,100,85,34,0.6,0.0011913800239562989,0.2748968623140279,15.138447284698486,0.005000024157411912,2.461544954188361e-05,0.9998996391652163,533.6972784104629,0.00975621639629646,0.9486220257873456,0.9997718259803153,76.86782833178027,43.3469861361937
fgm,True,,,500,7,,,,,,,,,,,,fgm0.007_succ,cifar,conv12,100,85,59,0.6941176470588235,0.0012859368324279784,0.3859663090463412,21.3082910957983,0.00700002908706665,4.85158377661253e-05,0.9996725001266416,830.0570265404156,0.014636849973853637,0.9501224890757294,0.9995330586605694,119.5500548312713,40.68629917659521
fgm,False,,,500,7,,,,,,,,,,,,fgm0.007_miss,cifar,conv12,100,85,26,0.6941176470588235,0.0012859368324279784,0.3857626273081853,21.290238527151253,0.00700002908706665,4.845178497676675e-05,0.9997771060595775,786.5746681838812,0.014397454420156181,0.9337530445120286,0.9996274744686973,113.25371758344635,40.68629917659521
fgm,True,,,500,9,,,,,,,,,,,,fgm0.009_succ,cifar,conv12,100,85,66,0.7764705882352941,0.001303262710571289,0.4960223829204386,27.377774758772418,0.009000003337860107,8.012845319087224e-05,0.9995082341081584,1049.8805651751063,0.01880988832858944,0.9326552085273361,0.9994556221199281,151.18661196537525,39.030329455716924
fgm,False,,,500,9,,,,,,,,,,,,fgm0.009_miss,cifar,conv12,100,85,19,0.7764705882352941,0.001303262710571289,0.4955711913736243,27.341596603393555,0.009000003337860107,7.996979576632816e-05,0.99960142220217,1046.6953376113895,0.01838445214833413,0.9136088455621139,0.999187162692842,150.76148355826808,39.030329455716924
deep,True,,100,500,10.0,,,,,,,,,,,,deep10.0100_succ,cifar,conv12,100,85,80,0.9411764705882353,1.1942906808853149,1.6123202520888298,58.62301634848118,0.1969510686583817,0.0012488018255022485,0.9933877373164585,3760.13638222837,0.05968614821471353,0.8292105336469812,0.9903777678408728,540.2888255837236,32.13026353847063
deep,False,,100.0,500,10.0,,,,,,,,,,,,deep10.0100_miss,cifar,conv12,100,85,5,0.9411764705882353,1.1942906808853149,1.9035167932510375,68.20943222045898,0.24362837076187133,0.0012012961330371658,0.9953529559571319,3810.0848312179974,0.0682872403392228,0.7112226021115234,0.9894894042850171,549.132474474611,32.13026353847063
deep,True,,100.0,500,8.0,,,,,,,,,,,,deep8.0100_succ,cifar,conv12,100,85,80,0.9411764705882353,1.0700674080848693,1.3081924429861829,47.32252206802368,0.16289008362218738,0.0008197276876524294,0.9955069732050209,3045.833623687992,0.048163283721561215,0.8600854234754138,0.9933125841271011,437.71352216339136,33.67905507530161
deep,False,,100.0,500,8.0,,,,,,,,,,,,deep8.0100_miss,cifar,conv12,100,85,5,0.9411764705882353,1.0700674080848693,1.8334773540496827,68.82786026000977,0.20922168493270873,0.0012229535142896984,0.9953382222592613,3865.3897049489447,0.07134358333854286,0.7531319444041304,0.9897436765414372,556.2605866401316,33.67905507530161
deep,True,,100.0,500,6.0,,,,,,,,,,,,deep6.0100_succ,cifar,conv12,100,85,84,0.9882352941176471,1.072389805316925,1.044030224460931,37.82516345026947,0.13039962095873697,0.0005160467813507672,0.9971650004556027,2424.0376167303825,0.03879506793408504,0.8888668410197137,0.9953263052778806,348.3943312372513,35.30013811617806
deep,False,,100.0,500,6.0,,,,,,,,,,,,deep6.0100_miss,cifar,conv12,100,85,1,0.9882352941176471,1.072389805316925,1.1837927103042603,44.64958953857422,0.1464550793170929,0.00045617361331369067,0.9990446856176938,1822.0411098112672,0.03163731810351673,0.786161189588337,0.9988548463977519,263.13185331618035,35.30013811617806
deep,True,,100.0,500,4.0,,,,,,,,,,,,deep4.0100_succ,cifar,conv12,100,85,83,0.9764705882352941,1.0716593289375305,0.7468953112656452,27.049505428377405,0.09385799203651497,0.00026578723794992866,0.9984982309462879,1744.8429931829155,0.027939425408286506,0.9251876980703733,0.9971558254961176,250.7815160792781,37.77022645041998
deep,False,,100.0,500,4.0,,,,,,,,,,,,deep4.0100_miss,cifar,conv12,100,85,2,0.9764705882352941,1.0716593289375305,0.8477688431739807,31.299415588378906,0.1008983701467514,0.0002339573184436765,0.9995575559055689,1220.9654539495953,0.020258625786915223,0.8523527441201388,0.9969347524839944,176.2822090933907,37.77022645041998
deep,True,,100.0,500,2.0,,,,,,,,,,,,deep2.0100_succ,cifar,conv12,100,85,85,1.0,1.0710710620880126,0.4509488113991478,16.334344638796413,0.056414189058191636,9.614804230665104e-05,0.9994538159392794,1042.8075622611861,0.01671572545180858,0.9597299885403826,0.9985578294524435,149.90504568086524,41.28982792057127
deep,False,,100.0,500,2.0,,,,,,,,,,,,deep2.0100_miss,cifar,conv12,100,85,0,1.0,1.0710710620880126,0.0,0.0,0.0,,,,,,,,41.28982792057127
deep,True,,100.0,500,0.0,,,,,,,,,,,,deep0.0100_succ,cifar,conv12,100,85,71,0.8352941176470589,1.0837653112411498,0.15382757741944786,5.584405041286643,0.019122384619754806,1.117372007379772e-05,0.9999365093987365,357.2766884696479,0.0057187808688879726,0.9923870958942931,0.9995251224229178,51.35765808924801,48.1990596494315
deep,False,,100.0,500,0.0,,,,,,,,,,,,deep0.0100_miss,cifar,conv12,100,85,14,0.8352941176470589,1.0837653112411498,0.135259177003588,4.817701610071318,0.0181060183261122,8.663594181898626e-06,0.9999476211554269,304.15353038904897,0.004926024050179184,0.9881222922504559,1.00004551891995,43.73414468768072,48.1990596494315
deep,True,,10.0,500,5.0,,,,,,,,,,,,deep5.010_succ,cifar,conv12,100,85,84,0.9882352941176471,0.4164405345916748,0.896428234675633,32.46747215446972,0.11266107316173259,0.00038080790589239033,0.997886350092524,2081.69519498089,0.033322716395214454,0.9063562625405843,0.9962798622755328,299.19813149253815,36.4262356677289
deep,False,,10.0,500,5.0,,,,,,,,,,,,deep5.010_miss,cifar,conv12,100,85,1,0.9882352941176471,0.4164405345916748,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.4262356677289
deep,True,,30.0,500,5.0,,,,,,,,,,,,deep5.030_succ,cifar,conv12,100,85,84,0.9882352941176471,0.5756384849548339,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,30.0,500,5.0,,,,,,,,,,,,deep5.030_miss,cifar,conv12,100,85,1,0.9882352941176471,0.5756384849548339,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
deep,True,,50.0,500,5.0,,,,,,,,,,,,deep5.050_succ,cifar,conv12,100,85,84,0.9882352941176471,0.7282850527763367,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,50.0,500,5.0,,,,,,,,,,,,deep5.050_miss,cifar,conv12,100,85,1,0.9882352941176471,0.7282850527763367,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
